verse_id,chapter_title,sthana,heading_path,devanagari,iast,translation,verse_numbers_list,source_url
v2071,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,,"अथातोऽवाक्शिरसीयमिन्द्रियं व्याख्यास्यामः||१||
इति ह स्माह भगवानात्रेयः||२||","athātō'vākśirasīyamindriyaṁ vyākhyāsyāmaḥ||1||
iti ha smāha bhagavānātrēyaḥ||2||","We shall now expound the chapter ""Avakshiraseeyam Indriyam"" (Fatal signs like inverted shadow of dying person).Thus said Lord Atreya. [1-2] Note: The chapter deals with moribund signs like inverted shadow (of a physical being).","[1, 2]",https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2072,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow,"अवाक्शिरा वा जिह्मा वा यस्य वा विशिरा भवेत्|
जन्तो रूपप्रतिच्छाया नैनमिच्छेच्चिकित्सितुम्||३||","avākśirā vā jihmā vā yasya vā viśirā bhavēt|
jantō rūpapraticchāyā nainamicchēccikitsitum||3||","If the physical shadow of the individual is found to be inverted (head downwards and legs upwards), irregular or without the head, he must not be treated. [3]",[3],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2073,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature on eyelids,"जटीभूतानि पक्ष्माणि दृष्टिश्चापि निगृह्यते |
यस्य जन्तोर्न तं धीरो भेषजेनोपपादयेत्||४||","jaṭībhūtāni pakṣmāṇi dr̥ṣṭiścāpi nigr̥hyatē |
yasya jantōrna taṁ dhīrō bhēṣajēnōpapādayēt||4||","A person, having complete matting of eye-lashes resulting in absence of vision should not be treated.[4]",[4],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2074,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature on eyelids,"यस्य शूनानि वर्त्मानि न समायान्ति शुष्यतः|
चक्षुषी चोपदिह्येते यथा प्रेतस्तथैव सः||५||","yasya śūnāni vartmāni na samāyānti śuṣyataḥ|
cakṣuṣī cōpadihyētē yathā prētastathaiva saḥ||5||",An emaciated person who is unable to close his eyes due to swollen eyelids and also accompanied by burning eyes should be considered as good as departed. [5],[5],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2075,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature on eyebrows and forehead,"भ्रुवोर्वा यदि वा मूर्ध्नि सीमन्तावर्तकान् बहून्|
अपूर्वानकृतान् व्यक्तान् दृष्ट्वा मरणमादिशेत्||६||","bhruvōrvā yadi vā mūrdhni sīmantāvartakān bahūn|
apūrvānakr̥tān vyaktān dr̥ṣṭvā maraṇamādiśēt||6||","A person having appearance of bare lines over the scalp, whirls over eye eyebrows or over scalp which were not present before, will die certainly. [6]",[6],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2076,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature on eyebrows and forehead,"त्र्यहमेतेन जीवन्ति लक्षणेनातुरा नराः|
अरोगाणां पुनस्त्वेतत् षड्रात्रं परमुच्यते ||७||","tryahamētēna jīvanti lakṣaṇēnāturā narāḥ|
arōgāṇāṁ punastvētat ṣaḍrātraṁ paramucyatē ||7||","These patients (having above mentioned signs), will survive for three days, and healthy individuals (having above mentioned signs) will survive maximum for 6 nights. [7]",[7],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2077,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature of hairs,"आयम्योत्पाटितान् केशान् यो नरो नावबुध्यते|
अनातुरो वा रोगी वा षड्रात्रं नातिवर्तते||८||","āyamyōtpāṭitān kēśān yō narō nāvabudhyatē|
anāturō vā rōgī vā ṣaḍrātraṁ nātivartatē||8||","An ill or healthy individual, who does not respond to pulling or uprooting of hairs, does not survive for more than six nights. [8]",[8],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2078,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature of hairs,"यस्य केशा निरभ्यङ्गा दृश्यन्तेऽभ्यक्तसन्निभाः|
उपरुद्धायुषं ज्ञात्वा तं धीरः परिवर्जयेत्||९||","yasya kēśā nirabhyaṅgā dr̥śyantē'bhyaktasannibhāḥ|
uparuddhāyuṣaṁ jñātvā taṁ dhīraḥ parivarjayēt||9||",If the hair of the individual appears to be unreasonably greasy then he should be considered as at the fag-end of his life and should not be treated.[9],[9],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2079,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature of nose,"ग्लायते नासिकावंशः पृथुत्वं यस्य गच्छति|
अशूनः शूनसङ्काशः प्रत्याख्येयः स जानता||१०||","glāyatē nāsikāvaṁśaḥ pr̥thutvaṁ yasya gacchati|
aśūnaḥ śūnasaṅkāśaḥ pratyākhyēyaḥ sa jānatā||10||",A wise (physician) should consider (the patient) with depressed and thickened nasal ridge along with its pseudo – swollen appearance as incurable. [10],[10],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2080,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Moribund feature of nose,"अत्यर्थविवृता यस्य यस्य चात्यर्थसंवृता|
जिह्मा वा परिशुष्का वा नासिका न स जीवति||११||","atyarthavivr̥tā yasya yasya cātyarthasaṁvr̥tā|
jihmā vā pariśuṣkā vā nāsikā na sa jīvati||11||","Excessive nasal flaring or constriction, distortion in shape and extreme dryness of the nose indicate that the individual will not survive. [11]",[11],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2081,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,"Moribund feature of shadow > Incurable signs on face, ear and lips","मुखं शब्दश्रवावोष्ठौ शुक्लश्यावातिलोहितौ|
विकृत्या यस्य वा नीलौ न स रोगाद्विमुच्यते||१२||","mukhaṁ śabdaśravāvōṣṭhau śuklaśyāvātilōhitau|
vikr̥tyā yasya vā nīlau na sa rōgādvimucyatē||12||","If the face, ears and lips become abnormally (without any visible cause) white, brown, excessively red or blue, then such a patient seldom recovers from the disease. [12]",[12],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2082,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Incurable signs on teeth,"अस्थिश्वेता द्विजा यस्य पुष्पिताः पङ्कसंवृताः|
विकृत्या न स रोगं तं विहायारोग्यमश्नुते||१३||","asthiśvētā dvijā yasya puṣpitāḥ paṅkasaṁvr̥tāḥ|
vikr̥tyā na sa rōgaṁ taṁ vihāyārōgyamaśnutē||13||","A patient having morbid conditions like appearance of bony white teeth, white flower shaped spots and mud like appearance over teeth cannot recover from the disease. [13]",[13],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2083,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs on tongue,"स्तब्धा निश्चेतना गुर्वी कण्टकोपचिता भृशम्|
श्यावा शुष्काऽथवा शूना प्रेतजिह्वा विसर्पिणी||१४||","stabdhā niścētanā gurvī kaṇṭakōpacitā bhr̥śam|
śyāvā śuṣkā'thavā śūnā prētajihvā visarpiṇī||14||","If the tongue becomes rigid, senseless, heavy, excessively coated with a thorn like fur, brown in color, dry or swollen and constantly mobile, then the patient having such signs should be considered as good as dead. [14]",[14],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2084,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of respiration,"दीर्घमुच्छ्वस्य यो ह्रस्वं नरो निःश्वस्य ताम्यति|
उपरुद्धायुषं ज्ञात्वा तं धीरः परिवर्जयेत्||१५||","dīrghamucchvasya yō hrasvaṁ narō niḥśvasya tāmyati|
uparuddhāyuṣaṁ jñātvā taṁ dhīraḥ parivarjayēt||15||","If a person faints after a short expiration followed by a long inspiration, then he should be considered as nearing his end and must not be treated. [15]",[15],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2085,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal sign of extremities and neck,"हस्तौ पादौ च मन्ये च तालु चैवातिशीतलम्|
भवत्यायुःक्षये क्रूरमथवाऽपि भवेन्मृदु||१६||","hastau pādau ca manyē ca tālu caivātiśītalam|
bhavatyāyuḥkṣayē krūramathavā'pi bhavēnmr̥du||16||","Excessive coldness, roughness and softness in hands, legs and neck indicate the end of the life of the person. [16]",[16],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2086,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of abnormal movements,"घट्टयञ्जानुना जानु पादावुद्यम्य पातयन्|
योऽपास्यति मुहुर्वक्रमातुरो न स जीवति||१७||","ghaṭṭayañjānunā jānu pādāvudyamya pātayan|
yō'pāsyati muhurvakramāturō na sa jīvati||17||","The person who strikes one knee with the other, throws down legs after lifting them up and frequently turns the face to one or the other side, does not survive. [17]",[17],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2087,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of abnormal behvior pattern,"दन्तैश्छिन्दन्नखाग्राणि नखैच्छिन्दञ्छिरोरुहान्|
काष्ठेन भूमिं विलिखन्न रोगात् परिमुच्यते||१८||","dantaiśchindannakhāgrāṇi nakhaicchindañchirōruhān|
kāṣṭhēna bhūmiṁ vilikhanna rōgāt parimucyatē||18||","The patient, who cuts tips of his nail by biting, clips hair by nail and writes on the ground with the help of a stick, succumbs to the disease. [18]",[18],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2088,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of abnormal behvior pattern,"दन्तान् खादति यो जाग्रदसाम्ना विरुदन् हसन्|
विजानाति न चेद्दुःखं न स रोगाद्विमुच्यते||१९||","dantān khādati yō jāgra dasāmnā virudan hasan|
vijānāti na cēdduḥkhaṁ na sa rōgādvimucyatē||19||","The patient who gnashes teeth while awake, cries and laughs loudly and does not have the pain sensation, does not recover from the disease. [19]",[19],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2089,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of abnormal behvior pattern,"मुहुर्हसन् मुहुः क्ष्वेडन् शय्यां पादेन हन्ति यः|
उच्चैश्छिद्राणि विमृशन्नातुरो न स जीवति||२०||","muhurhasan muhuḥ kṣvēḍan śayyāṁ pādēna hanti yaḥ|
uccaiśchidrāṇi vimr̥śannāturō na sa jīvati||20||","The patient, who frequently laughs and shouts, strikes the bed by feet and puts finger into the nostrils, ears and eyes does not survive. [20]",[20],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2090,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of depression,"यैर्विन्दति पुरा भावैः समेतैः परमां रतिम्|
तैरेवारममाणस्य ग्लास्नोर्मरणमादिशेत्||२१||","yairvindati purā bhāvaiḥ samētaiḥ paramāṁ ratim|
tairēvāramamāṇasya glāsnōrmaraṇamādiśēt||21||","If a debilitated patient develops disliking for such factors which, in the past, made him extremely happy, his death is imminent. [21]",[21],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2091,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of drooping body posture,"न बिभर्ति शिरो ग्रीवा न पृष्ठं भारमात्मनः|
न हनू पिण्डमास्यस्थमातुरस्य मुमूर्षतः||२२||","na bibharti śirō grīvā na pr̥ṣṭhaṁ bhāramātmanaḥ|
na hanū piṇḍamāsyasthamāturasya mumūrṣataḥ||22||","If the neck of the patient is unable to support the weight of the head, the back, that of the body, the jaw bones, morsel of food in the mouth, this indicates his imminent death. [22]",[22],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2092,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of acute fever,"सहसा ज्वरसन्तापस्तृष्णा मूर्च्छा बलक्षयः|
विश्लेषणं च सन्धीनां मुमूर्षोरुपजायते||२३||","sahasā jvarasantāpastr̥ṣṇā mūrcchā balakṣayaḥ|
viślēṣaṇaṁ ca sandhīnāṁ mumūrṣōrupajāyatē||23||","Sudden fever, thirst, fainting, debility and looseness of joints points to death. [23]",[23],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2093,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of acute fever,"गोसर्गे वदनाद्यस्य स्वेदः प्रच्यवते भृशम्|
लेपज्वरोपतप्तस्य दुर्लभं तस्य जीवितम्||२४||","gōsargē vadanādyasya svēdaḥ pracyavatē bhr̥śam|
lēpajvarōpataptasya durlabhaṁ tasya jīvitam||24||","If a patient suffering from lepajwara i.e. a type of fever patient gets profuse perspiration in the face, there is little chance of his survival. [24]",[24],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2094,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of dysphagia,"नोपैति कण्ठमाहारो जिह्वा कण्ठमुपैति च|
आयुष्यन्तं गते जन्तोर्बलं च परिहीयते||२५||","nōpaiti kaṇṭhamāhārō jihvā kaṇṭhamupaiti ca|
āyuṣyantaṁ gatē jantōrbalaṁ ca parihīyatē||25||","If the ingested food does not reach the throat, or the tongue falls back over the throat (thereby causing obstruction) and there is diminution of strength, then the death of the person is imminent. [25]",[25],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2095,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Fatal signs of movement of head,"शिरो विक्षिपते कृच्छ्रान्मुञ्चयित्वा प्रपाणिकौ|
ललाटस्रुप्रतस्वेदो मुमूर्षुश्च्युतबन्धनः ||२६||","śirō vikṣipatē kr̥cchrānmuñcayitvā prapāṇikau|
lalāṭasrupratasvēdō mumūrṣuścyutabandhanaḥ ||26||","If the person moves his head with difficulty with the help of the fore-arms and if there is sweating in the forehead and is a sign of detachment from life, he is moribund. [26]",[26],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2096,Avakshiraseeyam Indriyam Adhyaya,Indriya_Sthana,Moribund feature of shadow > Summary,"तत्र श्लोकः-
इमानि लिङ्गानि नरेषु बुद्धिमान् विभावयेतावहितो मुमूर्षुषु|
क्षणेन भूत्वा ह्युपयान्ति कानिचिन्नचाफलं लिङ्गमिहास्ति किञ्चन||२७||","tatra ślōkaḥ-
imāni liṅgāni narēṣu buddhimān vibhāvayētāvahitō mumūrṣuṣu|
kṣaṇēna bhūtvā hyupayānti kānicinnacāphalaṁ liṅgamihāsti kiñcana||27||",Here is the re-capitulatory verse: The wise physician should closely search for these signs repeatedly because some of them disappear in a short moment after their manifestation. None of these signs remain without leading to the consequences already described i.e. all of them certainly indicate imminent death. [27],[27],https://www.carakasamhitaonline.com/index.php?title=Avakshiraseeyam_Indriyam_Adhyaya
v2097,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,,"यस्यश्यावनिमित्तेन्द्रियोपक्रमः
अथातो यस्यश्यावनिमित्तीयमिन्द्रियं व्याख्यास्यामः||१||
इति ह स्माह भगवानात्रेयः||२||","athātō yasyaśyāvanimittīyamindriyaṁ vyākhyāsyāmaḥ||1||
iti ha smāha bhagavānātrēyaḥ||2||","We shall now expound the chapter ""Yasyashyavanimittiyam Indriyam Adhyaya"" (Signs and Symptoms useful for Palliative Care among Patients approaching Death). Thus said Lord Atreya. [1-2] Note: The chapter deals with sensorial prognosis from the observation of the dark brown color of the eye of a man.","[1, 2]",https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2098,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders,"यस्य श्यावे परिध्वस्ते हरिते चापि दर्शने|
आपन्नो व्याधिरन्ताय ज्ञेयस्तस्य विजानता||३||
निःसञ्ज्ञः परिशुष्कास्यः समृद्धो व्याधिभिश्च यः|
उपरुद्धायुषं ज्ञात्वा तं धीरः परिवर्जयेत्||४||
हरिताश्च सिरा यस्य लोमकूपाश्च संवृताः|
सोऽम्लाभिलाषी पुरुषः पित्तान्मरणमश्नुते||५||","yasya śyāvē paridhvastē haritē cāpi darśanē|
āpannō vyādhirantāya jñēyastasya vijānatā||3||
niḥsañjñaḥ pariśuṣkāsyaḥ samr̥ddhō vyādhibhiśca yaḥ|
uparuddhāyuṣaṁ jñātvā taṁ dhīraḥ parivarjayēt||4||
haritāśca sirā yasya lōmakūpāśca saṁvr̥tāḥ|
sō'mlābhilāṣī puruṣaḥ pittānmaraṇamaśnutē||5||","If patient eyes are brownish/blackish, distorted or displaced or greenish in color, then such condition indicates impending death. The patient who is unconscious, having dry mouth and is suffering from various diseases should be considered as having short life span and such patient should be discarded by the wise physician. The man whose veins are green and whose hair follicles are closed and who craves for sour things succumb to death due to pitta disorders. [3-5]","[3, 5]",https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2099,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis in Rajayakshma and Shosha,"शरीरान्ताश्च शोभन्ते शरीरं चोपशुष्यति|
बलं च हीयते यस्य राजयक्ष्मा हिनस्ति तम्||६||
अंसाभितापो हिक्का च छर्दनं शोणितस्य च|
आनाहः पार्श्वशूलं च भवत्यन्ताय शोषिणः||७||","śarīrāntāśca śōbhantē śarīraṁ cōpaśuṣyati|
balaṁ ca hīyatē yasya rājayakṣmā hinasti tam||6||
aṁsābhitāpō hikkā ca chardanaṁ śōṇitasya ca|
ānāhaḥ pārśvaśūlaṁ ca bhavatyantāya śōṣiṇaḥ||7||","In a patient of rajayakshma, waning strength, shining extremities and emaciated body parts denotes that patient will succumb to death soon. The burning pain in the shoulder region, hiccup, hematemesis, distension of the stomach and pain in the flanks in patient of consumption will end the life of patient. [6-7]","[6, 7]",https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2100,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis in grave diseases,"वातव्याधिरपस्मारी कुष्ठी शोफी तथोदरी|
गुल्मी च मधुमेही च राजयक्ष्मी च यो नरः||८||
अचिकित्स्या भवन्त्येते बलमांसक्षये सति|
अन्येष्वपि विकारेषु तान् भिषक् परिवर्जयेत्||९||","vātavyādhirapasmārī kuṣṭhī śōphī tathōdarī|
gulmī ca madhumēhī ca rājayakṣmī ca yō naraḥ||8||
acikitsyā bhavantyētē balamāṁsakṣayē sati|
anyēṣvapi vikārēṣu tān bhiṣak parivarjayēt||9||","When diseases like Vatavyadhi (diseases due to vata), Apasmara (Epilepsy), Kushtha (Skin diseases), Shopha (Swellings), Udara (abdominal diseases including ascitis), Gulma (lumps and tumors), Madhumeha (urinary disorders including Diabetes) and Rajayakshma (Tuberculosis) are associated with loss of strength and muscle wasting then such patient should be discarded by the physician as patient will not recover and will succumb to death. Patients suffering from other diseases too having above features should be avoided by the physician. [8-9]","[8, 9]",https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2101,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis after Virechana (therapeutic purgation),"विरेचनहृतानाहो यस्तृष्णानुगतो नरः|
विरिक्तः पुनराध्माति यथा प्रेतस्तथैव सः||१०||","virēcanahr̥tānāhō yastr̥ṣṇānugatō naraḥ|
viriktaḥ punarādhmāti yathā prētastathaiva saḥ||10||","If abdominal distension of a patient is relieved by purgation for short time and then patient develops thirst, distension of abdomen and severe pain again, then such patient should be considered as a ghost i.e. the patients will surely die soon. [10]",[10],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2102,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis in dysphagia,"पेयं पातुं न शक्नोति कण्ठस्य च मुखस्य च|
उरसश्च विशुष्कत्वाद्यो नरो न स जीवति ||११||","pēyaṁ pātuṁ na śaknōti kaṇṭhasya ca mukhasya ca|
urasaśca viśuṣkatvādyō narō na sa jīvati ||11||","One who is unable to drink/swallow anything because of excessive dryness of throat, mouth and chest does not survive.[11]",[11],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2103,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis with feeble voice,"स्वरस्य दुर्बलीभावं हानिं च बलवर्णयोः|
रोगवृद्धिमयुक्त्या च दृष्ट्वा मरणमादिशेत्||१२||","svarasya durbalībhāvaṁ hāniṁ ca balavarṇayōḥ|
rōgavr̥ddhimayuktyā ca dr̥ṣṭvā maraṇamādiśēt||12||","If a patient develops weakness of voice, diminution of strength and complexion, and aggravation of disease without an apparent cause then such patient will die soon.[12]",[12],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2104,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis with shallow breathing and groin pain,"ऊर्ध्वश्वासं गतोष्माणं शूलोपहतवङ्क्षणम्|
शर्म चानधिगच्छन्तं बुद्धिमान् परिवर्जयेत्||१३||","ūrdhvaśvāsaṁ gatōṣmāṇaṁ śūlōpahatavaṅkṣaṇam|
śarma cānadhigacchantaṁ buddhimān parivarjayēt||13||","The person/ individual whose breathing has been shallow, has subnormal temperature and who feels piercing pains in the groins without experiencing a moment of comfort, should be discarded by the wise physician.[13]",[13],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2105,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Signs of impending death and ethics in critical care,"अपस्वरं भाषमाणं प्राप्तं मरणमात्मनः|
श्रोतारं चाप्यशब्दस्य दूरतः परिवर्जयेत्||१४||
यं नरं सहसा रोगो दुर्बलं परिमुञ्चति|
संशयप्राप्तमात्रेयो जीवितं तस्य मन्यते||१५||
अथ चेज्ज्ञातयस्तस्य याचेरन् प्रणिपाततः|
रसेनाद्यादिति ब्रूयान्नास्मै दद्याद्विशोधनम्||१६||
मासेन चेन्न दृश्येत विशेषस्तस्य शोभनः|
रसैश्चान्यैर्बहुविधैर्दुर्लभं तस्य जीवितम्||१७||","apasvaraṁ bhāṣamāṇaṁ prāptaṁ maraṇamātmanaḥ|
śrōtāraṁ cāpyaśabdasya dūrataḥ parivarjayēt||14||
yaṁ naraṁ sahasā rōgō durbalaṁ parimuñcati|
saṁśayaprāptamātrēyō jīvitaṁ tasya manyatē||15||
atha cējjñātayastasya yācēran praṇipātataḥ|
rasēnādyāditi brūyānnāsmai dadyādviśōdhanam||16||
māsēna cēnna dr̥śyēta viśēṣastasya śōbhanaḥ|
rasaiścānyairbahuvidhairdurlabhaṁ tasya jīvitam||17||","The man speaking irrelevantly about death or patient suffering from auditory hallucinations should not be treated. If in any disease, patient deteriorates all of a sudden, his survival is doubtful as told by Atreya. If the relatives of the patient request the physician begging for his life, the physician should prescribe the diet of soup prepared out of meat; but purification therapy ( shodhana) should not be done in such patient as it will further deteriorate the condition. If after one month, no signs of improvement as the result of soup prepared out of meat and varied other nutritive agents are seen, then the patient’s survival is rare. [14-17]","[14, 17]",https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2106,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,"Poor prognosis in Pitta disorders > Poor prognosis based on sputum, stool and semen test","निष्ठ्यूतं च पुरीषं च रेतश्चाम्भसि मज्जति|
यस्य तस्यायुषः प्राप्तमन्तमाहुर्मनीषिणः||१८||","niṣṭhyūtaṁ ca purīṣaṁ ca rētaścāmbhasi majjati|
yasya tasyāyuṣaḥ prāptamantamāhurmanīṣiṇaḥ||18||","If a man’s sputum, feces and semen sink into water, the wise physicians say that he has come to the end of his life.[18]",[18],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2107,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis based on discoloration of sputum,"निष्ठ्यूते यस्य दृश्यन्ते वर्णा बहुविधाः पृथक्|
तच्च सीदत्यपः प्राप्य न स जीवितुमर्हति ||१९||","niṣṭhyūtē yasya dr̥śyantē varṇā bahuvidhāḥ pr̥thak|
tacca sīdatyapaḥ prāpya na sa jīvitumarhati ||19||","If the sputum has various color and sinks in water, the patient does not survive.[19]",[19],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2108,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis in shankhaka,"पित्तमूष्मानुगं यस्य शङ्खौ प्राप्य विमूर्च्छति |
स रोगः शङ्खको नाम्ना त्रिरात्राद्धन्ति जीवितम्||२०||","pittamūṣmānugaṁ yasya śaṅkhau prāpya vimūrcchati |
sa rōgaḥ śaṅkhakō nāmnā trirātrāddhanti jīvitam||20||","The morbid condition in which the pitta, reaches up to temporal area and accumulates there, is known by the name of Shankhaka. It kills the patient in three nights. [20]",[20],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
v2109,Yasyashyavanimittiyam Indriyam Adhyaya,Indriya_Sthana,Poor prognosis in Pitta disorders > Poor prognosis based on hemoptysis,"सफेनं रुधिरं यस्य मुहुरास्यात् प्रसिच्यते|
शूलैश्च तुद्यते कुक्षिः प्रत्याख्येयस्तथाविधः||२१||","saphēnaṁ rudhiraṁ yasya muhurāsyāt prasicyatē|
śūlaiśca tudyatē kukṣiḥ pratyākhyēyastathāvidhaḥ||21||","The man frequently spitting frothy blood and suffering from piercing pains in the stomach, should be refused for the treatment by the physician.[21]",[21],https://www.carakasamhitaonline.com/index.php?title=Yasyashyavanimittiyam_Indriyam_Adhyaya
